station_uid,line_uid,line_name,station_name,stationid,poiid,pointx,pointy,poitype,trans,color,ccode,line_start_city,line_terminal_city,line_tag,expect_open_time,line_open_status,is_updown,nearby_lines,trans_lines_detail,trans_lines_count,station_index,stations_count
18062094900023348929,2284796347301575980,地铁2号线内环,积水潭,2199027905363,2199027905888,116.373131,39.948635,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁2号线外环', '地铁19号线']",2,1,19
13106916127039265969,2284796347301575980,地铁2号线内环,鼓楼大街,5694076017037154614,10003142350369797181,116.393779,39.948975,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁2号线外环', '地铁8号线']",2,2,19
8509901266053620265,2284796347301575980,地铁2号线内环,安定门,14976404143805088154,10003399412167060101,116.408266,39.949185,2,0,#3A8DCC,110000,110000,110000,1:1,,1,1,,,0,3,19
4749456652421854190,2284796347301575980,地铁2号线内环,雍和宫,2199028257911,10003657777796568311,116.417608,39.949355,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁5号线', '地铁2号线外环']",2,4,19
15101334614121082193,2284796347301575980,地铁2号线内环,东直门,1406469752242564748,10003987141453380671,116.433782,39.941098,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁2号线外环', '地铁13号线', '首都机场线', '地铁13B号线']",4,5,19
7902838149876431676,2284796347301575980,地铁2号线内环,东四十条,2199027905364,2199027905887,116.434119,39.933816,2,0,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁2号线外环', '地铁3号线一期西段']",2,6,19
7500773593367027936,2284796347301575980,地铁2号线内环,朝阳门,4504781262847323933,10003874059299111471,116.434583,39.924462,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,['地铁6号线'],1,7,19
3056300858770348615,2284796347301575980,地铁2号线内环,建国门,14362978001167039639,10003198520677855471,116.435785,39.908596,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,['地铁1号线八通线'],1,8,19
763647729117358426,2284796347301575980,地铁2号线内环,北京站,2199027905365,2199027905886,116.427285,39.904975,2,0,#3A8DCC,110000,110000,110000,1:1,,1,1,,['地铁2号线外环'],1,9,19
10497156114627656528,2284796347301575980,地铁2号线内环,崇文门,16001100616398858415,10003073710091981801,116.417185,39.901040,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,['地铁5号线'],1,10,19
11341675971318283403,2284796347301575980,地铁2号线内环,前门,14806397322642293436,10003019650120743281,116.397957,39.900126,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,['地铁8号线'],1,11,19
10385574846069516437,2284796347301575980,地铁2号线内环,和平门,14414088041440512536,10003555170833008281,116.384196,39.900081,2,0,#3A8DCC,110000,110000,110000,1:1,,1,1,,,0,12,19
2994908545226987011,2284796347301575980,地铁2号线内环,宣武门,10374406190303740743,10003120875725820341,116.374371,39.899781,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,['地铁4号线大兴线'],1,13,19
10911323139221268921,2284796347301575980,地铁2号线内环,长椿街,17192141981893450934,10003397433846040071,116.363440,39.899426,2,0,#3A8DCC,110000,110000,110000,1:1,,1,1,,,0,14,19
9038288057466795803,2284796347301575980,地铁2号线内环,复兴门,10437054291724091929,10003572665412276801,116.356832,39.907282,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,['地铁1号线八通线'],1,15,19
12699773588976726518,2284796347301575980,地铁2号线内环,阜成门,2199028257910,2199028258494,116.356271,39.923663,2,0,#3A8DCC,110000,110000,110000,1:1,,1,1,,['地铁2号线外环'],1,16,19
5294137683438870957,2284796347301575980,地铁2号线内环,车公庄,7934028235569926702,2199027905884,116.355893,39.932402,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁6号线', '地铁13A号线']",2,17,19
5226797978670900871,2284796347301575980,地铁2号线内环,西直门,2199028257947,2199028258656,116.355456,39.940471,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁13号线', '地铁4号线大兴线', '地铁13A号线']",3,18,19
7781543812878890424,2284796347301575980,地铁2号线内环,积水潭,2199027905366,2199027905888,116.373131,39.948635,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁2号线外环', '地铁19号线']",2,19,19
2096910035596529931,12384221899383201966,地铁2号线外环,西直门,2199028257948,2199028258656,116.355456,39.940471,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁13号线', '地铁2号线内环', '地铁4号线大兴线', '地铁13A号线']",4,1,19
4915715345967031480,12384221899383201966,地铁2号线外环,车公庄,11508032889346757225,2199027905884,116.355893,39.932402,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁2号线内环', '地铁6号线', '地铁13A号线']",3,2,19
16569332131856805206,12384221899383201966,地铁2号线外环,阜成门,9105320200582546556,2199028258494,116.356271,39.923663,2,0,#3A8DCC,110000,110000,110000,1:1,,1,1,,,0,3,19
17622297734458361426,12384221899383201966,地铁2号线外环,复兴门,7071198209080519105,10003572665412276801,116.356832,39.907282,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁1号线八通线', '地铁2号线内环']",2,4,19
6644754774832958142,12384221899383201966,地铁2号线外环,长椿街,16251304259666735570,10003397433846040071,116.363440,39.899426,2,0,#3A8DCC,110000,110000,110000,1:1,,1,1,,['地铁2号线内环'],1,5,19
8433005099457414046,12384221899383201966,地铁2号线外环,宣武门,6400873631736582893,10003120875725820341,116.374371,39.899781,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁2号线内环', '地铁4号线大兴线']",2,6,19
8493273993898155160,12384221899383201966,地铁2号线外环,和平门,8771627815476614957,10003555170833008281,116.384196,39.900081,2,0,#3A8DCC,110000,110000,110000,1:1,,1,1,,['地铁2号线内环'],1,7,19
15432182736320464583,12384221899383201966,地铁2号线外环,前门,7178923538332333593,10003019650120743281,116.397957,39.900126,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁2号线内环', '地铁8号线']",2,8,19
9477222850671334585,12384221899383201966,地铁2号线外环,崇文门,6320573055635028828,10003073710091981801,116.417185,39.901040,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁5号线', '地铁2号线内环']",2,9,19
10189624584625543387,12384221899383201966,地铁2号线外环,北京站,15432058711271760445,2199027905886,116.427285,39.904975,2,0,#3A8DCC,110000,110000,110000,1:1,,1,1,,,0,10,19
17995798208799471013,12384221899383201966,地铁2号线外环,建国门,7966021539234316023,10003198520677855471,116.435785,39.908596,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁1号线八通线', '地铁2号线内环']",2,11,19
17593011294975170991,12384221899383201966,地铁2号线外环,朝阳门,11171911903096844800,10003874059299111471,116.434583,39.924462,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁6号线', '地铁2号线内环']",2,12,19
2469418123095993432,12384221899383201966,地铁2号线外环,东四十条,8188855174984436925,2199027905887,116.434119,39.933816,2,0,#3A8DCC,110000,110000,110000,1:1,,1,1,,['地铁3号线一期西段'],1,13,19
6859766293034218879,12384221899383201966,地铁2号线外环,东直门,5250012210001652253,10003987141453380671,116.433782,39.941098,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁13号线', '首都机场线', '地铁13B号线']",3,14,19
6325676361179965632,12384221899383201966,地铁2号线外环,雍和宫,2199027905382,10003657777796568311,116.417608,39.949355,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,['地铁5号线'],1,15,19
395774427333023750,12384221899383201966,地铁2号线外环,安定门,8359976241387181883,10003399412167060101,116.408266,39.949185,2,0,#3A8DCC,110000,110000,110000,1:1,,1,1,,['地铁2号线内环'],1,16,19
533287460719870831,12384221899383201966,地铁2号线外环,鼓楼大街,6237399222494577290,10003142350369797181,116.393779,39.948975,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,['地铁8号线'],1,17,19
12927052176514372441,12384221899383201966,地铁2号线外环,积水潭,9209187475171301581,2199027905888,116.373131,39.948635,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,['地铁19号线'],1,18,19
5940418543906454295,12384221899383201966,地铁2号线外环,西直门,2199028257949,2199028258656,116.355456,39.940471,2,1,#3A8DCC,110000,110000,110000,1:1,,1,1,,"['地铁13号线', '地铁2号线内环', '地铁4号线大兴线', '地铁13A号线']",4,19,19
8771345687900226704,6059181244303640663,地铁4号线大兴线,天宫院,595843250671315761,2199027905889,116.319881,39.670299,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,1,35
13336406800282951948,6059181244303640663,地铁4号线大兴线,生物医药基地,2199028257917,10003214567048842201,116.321661,39.686524,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,2,35
14383650586887063285,6059181244303640663,地铁4号线大兴线,义和庄,4204058156356856800,2199027905890,116.319079,39.712403,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,3,35
6379293244994172719,6059181244303640663,地铁4号线大兴线,黄村火车站,2199028257918,10003106205866022921,116.332697,39.722962,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,4,35
9721277057359777654,6059181244303640663,地铁4号线大兴线,黄村西大街,4350111088500774323,10003299687385802491,116.332482,39.731679,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,5,35
4590874547830107892,6059181244303640663,地铁4号线大兴线,清源路,2199028257919,10003524313706602611,116.332500,39.742719,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,6,35
10564534275112126039,6059181244303640663,地铁4号线大兴线,枣园,2199028257920,2199028258655,116.332228,39.753414,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,7,35
351008320797403726,6059181244303640663,地铁4号线大兴线,高米店南,2199028257921,10003869208376213611,116.331618,39.763506,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,8,35
4787126772834624744,6059181244303640663,地铁4号线大兴线,高米店北,2199028257922,2199028258654,116.330785,39.773538,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,9,35
14340884869916862215,6059181244303640663,地铁4号线大兴线,西红门,2199028257923,2199028258653,116.328713,39.789789,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,10,35
17290433045610481364,6059181244303640663,地铁4号线大兴线,新宫,2199028257924,2199028258652,116.365535,39.812574,2,1,#59BDC9,110000,110000,110000,1:1,,1,1,,['地铁19号线'],1,11,35
2924136996189118853,6059181244303640663,地铁4号线大兴线,公益西桥,8049540609343729193,2199027905965,116.370777,39.836147,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,12,35
12479139115724144549,6059181244303640663,地铁4号线大兴线,角门西,16465897536155736164,10003056618106232431,116.371142,39.845924,2,1,#59BDC9,110000,110000,110000,1:1,,1,1,,['地铁10号线外环'],1,13,35
6211230046616621471,6059181244303640663,地铁4号线大兴线,马家堡,2199028257925,10003358585167991581,116.371351,39.853073,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,14,35
2733919403241920419,6059181244303640663,地铁4号线大兴线,北京南站,2199028257926,2199031506503,116.378994,39.865020,2,1,#59BDC9,110000,110000,110000,1:1,,1,1,,['地铁14号线'],1,15,35
9077282783942087146,6059181244303640663,地铁4号线大兴线,陶然亭,2199028257927,2199028258651,116.374396,39.878434,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,16,35
5439819093695253092,6059181244303640663,地铁4号线大兴线,菜市口,2199028257928,10003804872639625821,116.374454,39.889310,2,1,#59BDC9,110000,110000,110000,1:1,,1,1,,['地铁7号线'],1,17,35
9155767759509619364,6059181244303640663,地铁4号线大兴线,宣武门,14036772237329008044,10003120875725820341,116.374371,39.899781,2,1,#59BDC9,110000,110000,110000,1:1,,1,1,,['地铁2号线内环'],1,18,35
18194579875765759555,6059181244303640663,地铁4号线大兴线,西单,15582873811689903103,10003927680350075581,116.374070,39.907350,2,1,#59BDC9,110000,110000,110000,1:1,,1,1,,['地铁1号线八通线'],1,19,35
5505354539311106403,6059181244303640663,地铁4号线大兴线,灵境胡同,6622515353753772534,2199027905896,116.373759,39.915962,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,20,35
9645771780258226907,6059181244303640663,地铁4号线大兴线,西四,2199028257929,10003946367436283711,116.373343,39.924186,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,21,35
15232755249854502985,6059181244303640663,地铁4号线大兴线,平安里,11780450752843373254,10003646994923648111,116.372883,39.933906,2,1,#59BDC9,110000,110000,110000,1:1,,1,1,,"['地铁6号线', '地铁19号线']",2,22,35
10653498506983564406,6059181244303640663,地铁4号线大兴线,新街口,11340350433371848769,2199027905897,116.367783,39.940664,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,23,35
10565830319474921166,6059181244303640663,地铁4号线大兴线,西直门,2199028257950,2199028258656,116.355456,39.940471,2,1,#59BDC9,110000,110000,110000,1:1,,1,1,,"['地铁13号线', '地铁2号线内环', '地铁13A号线']",3,24,35
761976898034631545,6059181244303640663,地铁4号线大兴线,动物园,727683378380247365,2199027905898,116.339024,39.938275,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,25,35
7921535806425741193,6059181244303640663,地铁4号线大兴线,国家图书馆,2199026591076,10003966508927872511,116.325107,39.943254,2,1,#59BDC9,110000,110000,110000,1:1,,1,1,,"['地铁9号线', '地铁16号线']",2,26,35
13581447029782701796,6059181244303640663,地铁4号线大兴线,魏公村,2199028257930,10003688608525786271,116.323229,39.957901,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,27,35
10994760370642407715,6059181244303640663,地铁4号线大兴线,人民大学,2199028257931,2199028258650,116.321385,39.966943,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,['地铁12号线'],1,28,35
11917742193463770540,6059181244303640663,地铁4号线大兴线,海淀黄庄,2199028257932,2199027130271,116.317612,39.975951,2,1,#59BDC9,110000,110000,110000,1:1,,1,1,,['地铁10号线外环'],1,29,35
15848711823938980098,6059181244303640663,地铁4号线大兴线,中关村,17298256072050286511,2199027905900,116.316478,39.984055,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,30,35
14094855648124154416,6059181244303640663,地铁4号线大兴线,北京大学东门,2199028257933,10003561295191472401,116.315847,39.992189,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,31,35
11461415483872941763,6059181244303640663,地铁4号线大兴线,圆明园,2199028257934,10003396370066041841,116.310195,39.999660,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,32,35
1144365001392726424,6059181244303640663,地铁4号线大兴线,西苑,13624059496491029839,2199027905901,116.290852,39.998283,2,1,#59BDC9,110000,110000,110000,1:1,,1,1,,['地铁16号线'],1,33,35
11459120758528885617,6059181244303640663,地铁4号线大兴线,北宫门,8350329155474148876,10003105637968960351,116.277648,40.002369,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,34,35
14214069492370274346,6059181244303640663,地铁4号线大兴线,安河桥北,15973012621984576021,10003321356766041651,116.269990,40.012317,2,0,#59BDC9,110000,110000,110000,1:1,,1,1,,,0,35,35
12690133690596093988,18401650154625232102,地铁4号线大兴线,安河桥北,11087592915390192019,10003321356766041651,116.269990,40.012317,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,1,35
18012625043693393571,18401650154625232102,地铁4号线大兴线,北宫门,11651128509672830081,10003105637968960351,116.277648,40.002369,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,2,35
14014521945171418535,18401650154625232102,地铁4号线大兴线,西苑,2199027905403,2199027905901,116.290852,39.998283,2,1,#59BDC9,110000,110000,110000,1:3,,1,1,,['地铁16号线'],1,3,35
8050483894795001458,18401650154625232102,地铁4号线大兴线,圆明园,17435863074686284590,10003396370066041841,116.310195,39.999660,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,4,35
18443338557318315383,18401650154625232102,地铁4号线大兴线,北京大学东门,18138031645298356494,10003561295191472401,116.315847,39.992189,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,5,35
4998120962326091051,18401650154625232102,地铁4号线大兴线,中关村,2199027905348,2199027905900,116.316478,39.984055,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,6,35
7656151716723177516,18401650154625232102,地铁4号线大兴线,海淀黄庄,12254973624263714996,2199027130271,116.317612,39.975951,2,1,#59BDC9,110000,110000,110000,1:3,,1,1,,['地铁10号线外环'],1,7,35
7886275322509620832,18401650154625232102,地铁4号线大兴线,人民大学,2199027905349,2199028258650,116.321385,39.966943,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,['地铁12号线'],1,8,35
6285214725678786819,18401650154625232102,地铁4号线大兴线,魏公村,12315292664289059069,10003688608525786271,116.323229,39.957901,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,9,35
12957340301126278895,18401650154625232102,地铁4号线大兴线,国家图书馆,2199026591075,10003966508927872511,116.325107,39.943254,2,1,#59BDC9,110000,110000,110000,1:3,,1,1,,"['地铁9号线', '地铁16号线']",2,10,35
4867530117427136178,18401650154625232102,地铁4号线大兴线,动物园,2199027905350,2199027905898,116.339024,39.938275,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,11,35
15888645934469989496,18401650154625232102,地铁4号线大兴线,西直门,2199028257951,2199028258656,116.355456,39.940471,2,1,#59BDC9,110000,110000,110000,1:3,,1,1,,"['地铁13号线', '地铁2号线内环', '地铁13A号线']",3,12,35
781398822221804034,18401650154625232102,地铁4号线大兴线,新街口,2199027905351,2199027905897,116.367783,39.940664,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,13,35
16209799135989750579,18401650154625232102,地铁4号线大兴线,平安里,7629619292143336585,10003646994923648111,116.372883,39.933906,2,1,#59BDC9,110000,110000,110000,1:3,,1,1,,"['地铁6号线', '地铁19号线']",2,14,35
12069804166915490352,18401650154625232102,地铁4号线大兴线,西四,8306728216159158963,10003946367436283711,116.373343,39.924186,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,15,35
10494323790134833587,18401650154625232102,地铁4号线大兴线,灵境胡同,2199027905352,2199027905896,116.373759,39.915962,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,16,35
16823596143653518175,18401650154625232102,地铁4号线大兴线,西单,2199027905353,10003927680350075581,116.374070,39.907350,2,1,#59BDC9,110000,110000,110000,1:3,,1,1,,['地铁1号线八通线'],1,17,35
12356404094081898003,18401650154625232102,地铁4号线大兴线,宣武门,11604371238505545521,10003120875725820341,116.374371,39.899781,2,1,#59BDC9,110000,110000,110000,1:3,,1,1,,['地铁2号线内环'],1,18,35
8041695591373095885,18401650154625232102,地铁4号线大兴线,菜市口,11465756948557072737,10003804872639625821,116.374454,39.889310,2,1,#59BDC9,110000,110000,110000,1:3,,1,1,,['地铁7号线'],1,19,35
7460009296401103524,18401650154625232102,地铁4号线大兴线,陶然亭,2199027905354,2199028258651,116.374396,39.878434,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,20,35
9491664452429853912,18401650154625232102,地铁4号线大兴线,北京南站,15629000373944678452,2199031506503,116.378994,39.865020,2,1,#59BDC9,110000,110000,110000,1:3,,1,1,,['地铁14号线'],1,21,35
3026830032507456661,18401650154625232102,地铁4号线大兴线,马家堡,11724256575370029868,10003358585167991581,116.371351,39.853073,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,22,35
1064166943820073218,18401650154625232102,地铁4号线大兴线,角门西,7807827931980094102,10003056618106232431,116.371142,39.845924,2,1,#59BDC9,110000,110000,110000,1:3,,1,1,,['地铁10号线外环'],1,23,35
8004747429731050699,18401650154625232102,地铁4号线大兴线,公益西桥,2199027905355,2199027905965,116.370777,39.836147,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,24,35
14360853483009445540,18401650154625232102,地铁4号线大兴线,新宫,2199027905356,2199028258652,116.365535,39.812574,2,1,#59BDC9,110000,110000,110000,1:3,,1,1,,['地铁19号线'],1,25,35
16222275405304049405,18401650154625232102,地铁4号线大兴线,西红门,2199027905357,2199028258653,116.328713,39.789789,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,26,35
11786319404605628047,18401650154625232102,地铁4号线大兴线,高米店北,2199027905358,2199028258654,116.330785,39.773538,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,27,35
14380270626411777434,18401650154625232102,地铁4号线大兴线,高米店南,11249730806031910895,10003869208376213611,116.331618,39.763506,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,28,35
2935799436245552807,18401650154625232102,地铁4号线大兴线,枣园,2199027905359,2199028258655,116.332228,39.753414,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,29,35
8084476481050428853,18401650154625232102,地铁4号线大兴线,清源路,6856624368359487269,10003524313706602611,116.332500,39.742719,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,30,35
721960874255587033,18401650154625232102,地铁4号线大兴线,黄村西大街,13178263029181268937,10003299687385802491,116.332482,39.731679,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,31,35
17763695536385659590,18401650154625232102,地铁4号线大兴线,黄村火车站,12001439942044660359,10003106205866022921,116.332697,39.722962,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,32,35
4655071971845132461,18401650154625232102,地铁4号线大兴线,义和庄,2199027905360,2199027905890,116.319079,39.712403,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,33,35
8768263497439206581,18401650154625232102,地铁4号线大兴线,生物医药基地,8203960372422887000,10003214567048842201,116.321661,39.686524,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,34,35
17220377657305847663,18401650154625232102,地铁4号线大兴线,天宫院,2199027905361,2199027905889,116.319881,39.670299,2,0,#59BDC9,110000,110000,110000,1:3,,1,1,,,0,35,35
16545840623724351611,954505419264527434,地铁5号线,天通苑北,2199027905383,2199027905969,116.412891,40.083675,2,0,#D453A6,110000,110000,110000,1:1,,1,1,,,0,1,23
3332603237560836870,954505419264527434,地铁5号线,天通苑,2199028257905,10003261612468380901,116.412878,40.075240,2,0,#D453A6,110000,110000,110000,1:1,,1,1,,['地铁13A号线'],1,2,23
9581861068058639656,954505419264527434,地铁5号线,天通苑南,2199027905384,10003409833293754011,116.412688,40.066499,2,0,#D453A6,110000,110000,110000,1:1,,1,1,,,0,3,23
1743184906705229678,954505419264527434,地铁5号线,立水桥,2199028257906,10003995442883266621,116.412330,40.053039,2,1,#D453A6,110000,110000,110000,1:1,,1,1,,"['地铁13号线', '地铁13B号线']",2,4,23
7974141940672714472,954505419264527434,地铁5号线,立水桥南,2199027905385,10003265531626903101,116.414475,40.041961,2,0,#D453A6,110000,110000,110000,1:1,,1,1,,,0,5,23
14730839505547114617,954505419264527434,地铁5号线,北苑路北,1880604071118174065,10003023429470085391,116.418140,40.030587,2,0,#D453A6,110000,110000,110000,1:1,,1,1,,,0,6,23
3222369672744469254,954505419264527434,地铁5号线,大屯路东,504700627866251713,10003394936153892601,116.417336,40.003934,2,1,#D453A6,110000,110000,110000,1:1,,1,1,,['地铁15号线'],1,7,23
10244981495435073768,954505419264527434,地铁5号线,惠新西街北口,14355211058130940852,10003521040490583681,116.417062,39.987902,2,0,#D453A6,110000,110000,110000,1:1,,1,1,,,0,8,23
10054020790419108751,954505419264527434,地铁5号线,惠新西街南口,11100113647289581131,10003275008965353891,116.417549,39.977124,2,1,#D453A6,110000,110000,110000,1:1,,1,1,,['地铁10号线内环'],1,9,23
4447756571301913152,954505419264527434,地铁5号线,和平西桥,2199028257907,10003866681566750441,116.417982,39.968282,2,0,#D453A6,110000,110000,110000,1:1,,1,1,,['地铁12号线'],1,10,23
9815568196056964374,954505419264527434,地铁5号线,和平里北街,2199027905386,10003188659341277471,116.418520,39.958734,2,0,#D453A6,110000,110000,110000,1:1,,1,1,,,0,11,23
5748022703576397011,954505419264527434,地铁5号线,雍和宫,2199028257908,10003657777796568311,116.416454,39.948557,2,1,#D453A6,110000,110000,110000,1:1,,1,1,,['地铁2号线外环'],1,12,23
4591297819250982633,954505419264527434,地铁5号线,北新桥,2561609475052671431,10003622400999414681,116.416902,39.940799,2,1,#D453A6,110000,110000,110000,1:1,,1,1,,['首都机场线'],1,13,23
7244318101504198868,954505419264527434,地铁5号线,张自忠路,2199027905388,10003205345357739731,116.417165,39.933670,2,0,#D453A6,110000,110000,110000,1:1,,1,1,,,0,14,23
14933275114611095328,954505419264527434,地铁5号线,东四,2199028257909,10003497410702796431,116.417488,39.924367,2,1,#D453A6,110000,110000,110000,1:1,,1,1,,['地铁6号线'],1,15,23
